Week,Price_Index,Weather_Spikes,Seasonality,Economic_Indicator,Social_Sentiment,Demand
55,103.9159991524434,10.974675787331723,7.174569808123807,64.7073480929038,0.6651972206962001,221.99714196146107
56,116.87496940092467,13.837903953853864,7.862526914044414,142.65876251614944,0.5230654247691193,261.78688850214394
57,83.53970008207678,13.039225190052012,10.319560936522633,99.21162930795381,0.3588304841235025,231.76801891600815
58,87.83931449676581,4.485386189211196,10.887240854689457,75.82443882989584,0.8772005408131083,221.41879522889968
59,81.80909155642152,14.243584426950717,8.337388771190668,95.91357562382613,0.3924451074226354,220.96690230230237
60,93.01321323053057,4.744981749936001,8.654034756211317,148.0032575285477,0.8165994394715771,265.95849014314575
61,95.54709158757927,6.5079939631853545,10.472632605953944,99.26180939928696,0.4391349085702184,208.24392269938775
62,90.85396127095584,14.929828102360483,8.873942197383544,82.87516102875082,0.3769444294249076,263.33830027626266
63,113.14950036607718,12.992657980944294,5.8360493349964395,113.34008543167258,0.46267978566960644,201.15368890857275
64,94.27013306774357,16.98446820988356,3.9911585889004635,74.0145618778193,0.3013778741641421,253.54513627069926
65,91.23738038749524,13.152257846006867,3.9693584638051473,57.586332810866395,0.7476093801762511,242.47681482218297
66,101.70784332632994,11.366172066709431,-2.194825997545971,62.88797219106492,0.5027203900924792,212.23531095659547
67,85.63696899899051,1.8734953565618495,-2.28364765678073,62.80458389577724,0.2322126951468173,180.9230821807875
68,112.08787923016159,7.354316061188671,-5.949550362392153,65.19026935122943,0.8995745732745685,223.2379933292827
69,82.98202574719083,5.304047353634509,-7.8214341798682465,63.882717264941014,0.3838912213732114,199.09050336557547
70,119.47547746402068,4.8797928675816715,-6.594643961554727,114.08747448032146,0.5435528611139886,221.38061667164195
71,110.8897907718663,19.460211095048912,-8.029938490685984,68.18800843991448,0.9064721109645469,242.939011123611
72,87.9486272613669,7.861954493335208,-8.372467225400758,84.56672833238632,0.6242379959139921,222.21357284792987
73,80.2208846849441,17.840931103542268,-7.118624813355593,139.6788409906012,0.11689804070836407,230.74716620064763
74,112.61845713819336,12.622772519945258,-8.844939188608336,97.39616402628724,0.9398321236134751,235.44764831492938
75,108.27429375390469,15.896226070832968,-6.157275596214811,116.75577385210272,0.6277080530714179,242.52719101108138
76,109.1602867216395,10.052741862103842,-6.333215664134848,67.23198712016298,0.3349056146570861,170.4544756783069
77,110.85081386743784,11.538077692527182,-2.9195732484994754,69.22890188086708,0.13927207266338726,172.24066806867972
78,82.96178606936361,9.850353876377278,-1.4733912214399123,54.08686162664789,0.794025189270296,243.82270285848276
79,94.33862914177091,3.90485975596089,1.407097042689965,66.89350630721646,0.6200727559285135,215.682173244236
80,84.63476238100519,14.449042305230106,4.758220004350173,77.85903390319586,0.5334610919763215,238.60993814879242
81,114.52413703502374,5.615447248817116,4.076240784480978,67.70104842767468,0.8938925830509576,223.32651944143453
82,104.93192507310232,0.4863193286290768,11.705956090175674,58.87025337570556,0.7885972112245307,222.51729436524596
83,93.23592099410597,12.909445918143357,6.874912108874446,62.063587110060084,0.15167487973275118,204.1822683631233
84,82.54233401144094,3.542213588140979,7.301205202088783,96.07787680327257,0.31172206779554823,205.84936092237476
85,92.4392928686265,18.809171687058285,12.31570824440217,70.63337184057926,0.24848913981446574,240.2665525535678
86,93.00733288106989,19.078571540051747,11.264096576587919,86.42698610480755,0.743946292572677,251.36739201200712
87,109.18424713352256,18.29728780440897,10.040437299633423,100.34172708548569,0.03353243473577938,229.94582053984183
88,105.50229885420853,7.4031740051088875,8.642762791942376,119.03948286293652,0.5698896848713165,209.36553641393508
89,115.48850970305307,0.30913233057734857,5.520671511830518,53.931213984109895,0.7624586857406905,218.13431436361083
90,98.88859700647797,18.566371251754507,1.583333676149156,129.94103989090428,0.8767656367617495,279.18133371797353
91,84.78376983753206,8.563682966346287,1.1632923362617784,112.79003894909079,0.34208174871590746,230.68031848541906
92,108.5297914889198,19.333096380873393,-2.768352095252524,58.17590319488719,0.8212573046720129,254.88894587328386
93,110.4314019446759,19.272399541785056,-1.8062643554473838,137.35786241067774,0.11063173695520723,253.24389599368712
94,102.45108790277985,17.060189109347203,-6.171967285929002,142.08724005318132,0.8464522917345182,276.8872045593278
95,110.83868719818244,5.888977841391714,-9.304196060101638,56.107795985486376,0.12748866233198242,142.64807446586093
96,99.75182385457563,7.701954572038505,-9.62081707901341,77.68776481472037,0.39728729056036727,179.88421960917475
97,100.90931317527976,17.022733430337137,-8.948533928054003,130.62012797930612,0.7972953657795536,244.32080436231473
98,97.10164073434198,6.338440103125553,-11.122827898642761,124.82596903836584,0.14991742734877378,198.33825977254833
99,81.0167650697638,3.3898549337218498,-11.272423961975097,68.45210193563773,0.22925139523264149,194.76198901994695
100,84.31565707973218,11.136025249167004,-8.206462275860895,70.93493233367103,0.7222525683930663,218.4147106050596
101,81.25716742746937,18.72309548321562,-6.75799473007376,87.0472102791382,0.7200365365460744,254.97710390082415
102,105.45641645055122,13.92059593349946,-6.3892564079995635,98.45229851910213,0.6411476328852973,218.9860544484194
103,92.57423924305307,11.401223401787298,-4.12846790694315,111.8254771530296,0.6939484444671,231.45915759948957
104,100.34282764658812,1.9435298754153707,-0.34574586143008246,86.89136395697724,0.5427244433475962,185.4736149678562
105,116.30265895704372,12.300144533983396,-1.2817973222457173,96.25347161331479,0.25179905890695276,192.78465800487774
106,89.971689165955,19.801077002085265,1.1286310023800818,124.74709381337566,0.34569599350391944,230.17859915853677
107,96.41531692142519,2.8016803047304806,4.60371988035992,53.66832028905979,0.18159771680142567,172.54170516123753
108,110.22204554172194,10.366593047274735,7.355183620375341,75.24369443440207,0.9084505613336283,256.7776102901835
109,89.15192661966489,17.547461438559107,9.687270945723728,121.33495858845524,0.5833917947661205,251.53532449537292
110,83.07919639315172,14.815372355084088,12.765908440004502,139.52068376871995,0.4008514167636399,302.2415618949557
111,91.59005811655072,13.94031481990536,11.702484318114568,101.16774421156661,0.4620058036441327,254.63846685853986
112,86.44885149016018,14.049681679742186,9.251362999148627,103.21134852653157,0.9472833396118153,275.2264140075263
113,117.18790609370292,7.189823024395103,8.553871961867374,60.7172011339776,0.1533514031160802,177.3469287570852
114,112.32481518257669,5.871836885289867,5.101747854505928,94.74123668234546,0.5862298320167972,228.9215248304757
115,105.33615026041694,16.187223109570272,5.166340628510106,103.2617266455023,0.505888678884466,232.51109626174954
116,114.85842360750871,16.202267893583617,2.416313951893301,74.24705036347297,0.6114542354346478,232.06861203576088
117,112.14688307596458,17.341446371602075,1.2531126953227596,76.9243230949381,0.01811018382084051,242.24663809409998
118,87.46280235544144,18.264811051129428,-3.468512766291364,87.72841631046226,0.8721239089441515,257.81353000272327
119,115.70235993959912,10.226847977218757,-3.0903002710464147,52.00711977777264,0.9321182824836124,238.95936566538913
120,101.57368967662603,10.030325893743992,-3.1354048660587672,82.20791655831783,0.5651331835892089,208.5097898531837
121,112.2976062065625,15.965903579335503,-8.12527766629069,71.14480069965447,0.6966508238768923,223.3088804353856
122,115.84365199693973,12.999278615555303,-8.345718776677106,82.74973521779147,0.9224993811772957,257.2429116146985
123,92.72013899887456,14.039337545154067,-8.471675192789164,61.97621318192512,0.7072386343133986,217.79722020151263
124,84.40207698110707,15.91585338872202,-10.777289651328019,139.0527280739895,0.15253904291426135,255.3828775734263
125,89.11740650167766,17.800106836351326,-9.062380199330706,109.35924535540487,0.5762883601668132,254.21760086932733
126,97.08431154505026,6.759903137030716,-8.46125777338392,117.91023191444896,0.6067150463828559,213.78821298321586
127,112.72059063689971,7.51165905279888,-6.767413682217307,128.91712386073382,0.424130671302386,221.26339591410283
128,114.42922333025373,1.87963879681738,-6.575245812388125,99.84421989290573,0.7364442356247228,221.33321460962856
129,80.27808522124762,11.56560281992348,-2.7506210568867298,58.69202880874237,0.9343670147690148,253.89465078666782
130,100.42989210310263,0.7188454759348417,0.590740797322774,103.71065418185478,0.9255685129067763,205.65173679917956
131,96.69644012595116,9.311960362649202,4.915272416476663,108.68411180208791,0.4508393714041321,219.43111755225942
132,88.88431241882921,10.852892694151532,6.231273544615844,124.54394741843299,0.11323804584075525,222.8072097077994
133,84.79461469334731,5.730825042565688,10.664974706191671,93.16595462296794,0.9848411989623346,255.80466234315583
134,93.50460685614512,11.816665211380215,6.495493249422478,62.75803027955638,0.8388980864459341,253.45891511353412
135,117.71638815650077,0.6100049987809886,10.973711510523612,78.37759057987245,0.12466268120326685,185.74745367795907
136,92.92811728083021,0.7469637749842883,10.251367254757817,86.30822963986351,0.9208418826173723,217.1856338064875
137,100.75162486973464,16.452011213193167,14.338040626465693,114.59172413316013,0.8698963620621283,280.44155372612863
138,108.12075835580711,7.203812828225258,7.829386836493564,107.07783046689119,0.5188380571260721,235.40067149066886
139,94.54518409517176,2.5412102530376957,6.69805092912283,85.60967258978462,0.5912754357449292,228.1514096707598
140,118.87128330883843,10.444865201096087,5.617079638705023,148.65152487929797,0.39900270387013026,247.82847192709323
141,118.49789179768445,15.399871061972217,0.6052281766911882,110.57748193568872,0.05476163882203133,220.57618324183514
142,90.07129183301457,4.316420549936863,1.5529914687350248,73.72267917359945,0.3351972416459009,210.9145536749029
143,99.88994023569542,12.457809516380005,-1.3155958030620796,60.17824726204037,0.8028534485980114,230.7987140484832
144,92.03513239267079,1.70694929987536,-1.9103050323615596,65.28591391843321,0.004632023004602859,150.38898869407402
145,91.3936197750987,1.033634423372154,-3.811186900071003,74.59577283845081,0.3334991716911442,198.05723578220517
146,81.47547789418131,10.62709263136296,-2.761383148790469,66.06813732595558,0.3981686935909433,220.5992543516253
147,104.38257335919587,10.81270243220213,-6.248472971271438,68.65670240513057,0.5373956029379229,214.7261186399008
148,100.10716092915446,12.748598029964132,-10.459014340722144,78.50951686938471,0.9198556164127605,215.37900849877764
149,82.05915004999957,14.52182667445323,-11.710172108884857,67.33735952947548,0.34634599436596125,197.60656568603864
150,91.14585856946445,19.51704158925069,-8.954091628830154,139.67654246264252,0.3469532018962277,259.55497789853666
151,116.33063543866615,10.326006966023906,-12.0179877355121,58.02337456616422,0.7375012481097484,204.15745594468953
152,89.5824756266789,6.459129458824919,-4.602187716474523,102.45113895702546,0.45221794088980716,227.09358258002322
153,85.79579488364892,15.903723895374073,-4.307283838839197,91.03968269896615,0.22460482293998196,223.56918810873037
154,99.57811041110253,5.416645025241484,-5.613170730792153,148.23786169086065,0.4524395161326934,222.97074052046858
155,119.42601816442402,8.779428414112722,-5.834560769806622,61.203890216805235,0.14085702037979986,191.48956214987834
156,89.68221086046002,1.5691276268453191,2.707744748330811,89.78555990457417,0.1763869865062233,189.01924094521422
